code NSF,code scolarité,sigle type formation,libellé type formation,libellé formation principal,sigle formation,durée,niveau de sortie indicatif,code RNCP,niveau de certification,libellé niveau de certification,tutelle,URL et ID Onisep,domaine/sous-domaine
326,1703260Z,,diplôme d'ingénieur,diplôme d'ingénieur d'EFREI Paris,EFREI,3 ans,Bac + 5,38532.0,1,niveau 7 (bac + 5),"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation",https://www.onisep.fr/http/redirection/formation/slug/FOR.1439,"gestion des entreprises, comptabilité/administration de l'entreprise | mécanique/aéronautique | arts, culture, artisanat/arts graphiques | banque, assurances, immobilier/assurances | mécanique/automatismes | banque, assurances, immobilier/banque | informatique, Internet/bases de données | information-communication, audiovisuel/bibliothèque, documentation | sciences/biologie | informatique, Internet/développement, programmation, logiciel | électricité, électronique, robotique/électronique | environnement, énergies, propreté/énergies | matières premières, fabrication, industries/études et développement | banque, assurances, immobilier/finances | matières premières, fabrication, industries/fonction production (généralités) | matières premières, fabrication, industries/génie industriel | informatique, Internet/informatique (généralités) | logistique, transport/logistique | commerce, marketing, vente/marketing, vente | sciences/mathématiques | information-communication, audiovisuel/multimédia | santé, social, sport/santé (généralités) | informatique, Internet/systèmes et réseaux | information-communication, audiovisuel/technologies de l'information | électricité, électronique, robotique/télécommunications | logistique, transport/transport"
326,,,formation d'école spécialisée,Bachelor ingénierie cybersécurité et intelligence artificielle (ESEO Paris Vélizy),,3 ans,Bac + 3,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.9098,"informatique, Internet/développement, programmation, logiciel | informatique, Internet/informatique (généralités) | information-communication, audiovisuel/multimédia | informatique, Internet/systèmes et réseaux"
323,,mastère spé.,mastère spécialisé,mastère spé. Concepteur de projet digital - création et production multimédia (TELECOM Paris),,1 an,Bac + 6,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.1684,"information-communication, audiovisuel/audiovisuel | information-communication, audiovisuel/multimédia"
313,,mastère spé.,mastère spécialisé,mastère spé. Immobilier et bâtiment durables : transitions énergétique et numérique (Ecole des Ponts ParisTech),IBD,1 an,Bac + 6,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.605,"construction, architecture, travaux publics/bureau d'études BTP | environnement, énergies, propreté/énergies | environnement, énergies, propreté/environnement (généralités) | construction, architecture, travaux publics/génie civil, construction (généralités) | banque, assurances, immobilier/immobilier"
315,26X31542,,formation d'école spécialisée,responsable formation et développement des compétences (CESI Paris Nanterre),,1 an,Bac + 3,36145.0,2,niveau 6 (bac + 3),non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.8198,"lettres, langues, enseignement/enseignement | gestion des entreprises, comptabilité/ressources humaines"
220,17022001,,diplôme d'ingénieur,diplôme d'ingénieur de l'École polytechnique universitaire de l'université Paris-Saclay spécialité matériaux en partenariat avec l'ITII Ile-de-France,Polytech,3 ans,Bac + 5,,1,niveau 7 (bac + 5),"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation",https://www.onisep.fr/http/redirection/formation/slug/FOR.8309,"environnement, énergies, propreté/déchets, pollutions et risques | environnement, énergies, propreté/énergies | matières premières, fabrication, industries/études et développement | matières premières, fabrication, industries/matériaux | matières premières, fabrication, industries/méthodes industrialisation | sciences/physique | information-communication, audiovisuel/technologies de l'information | mécanique/travail des métaux"
220,,,diplôme d'ingénieur,diplôme d'ingénieur de l'École d'ingénieurs Denis Diderot de l'université Paris Cité spécialité matériaux et nanotechnologies,EIDD,3 ans,Bac + 5,28444.0,1,niveau 7 (bac + 5),"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation",https://www.onisep.fr/http/redirection/formation/slug/FOR.5911,"sciences/chimie | matières premières, fabrication, industries/matériaux | mécanique/mécanique (généralités) | sciences/physique"
220,,mastère spé.,mastère spécialisé,mastère spé. MAPMOD : Digital Materials and Advanced Processes Modelling (Mines ParisTech),,1 an,Bac + 6,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.4394,"matières premières, fabrication, industries/matériaux | sciences/mathématiques | sciences/physique"
220,,mastère spé.,mastère spécialisé,"mastère spé. Industrie des ressources minérales et société (Mines ParisTech, Mines Nancy, ENSG Géologie)",,1 an,Bac + 6,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.3745,"matières premières, fabrication, industries/matériaux | matières premières, fabrication, industries/mines et carrières | sciences/sciences de la Terre"
221,,mastère spé.,mastère spécialisé,mastère spé. Ingénierie de produits à l'interface cuisine-industrie (AgroParisTech - Campus de Massy et Paris - Maine),IPCI,1 an,Bac + 6,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.776,"matières premières, fabrication, industries/agroalimentaire | matières premières, fabrication, industries/études et développement | hôtellerie-restauration, tourisme/restauration"
310,16531016,,diplôme d'école de commerce visé de niveau bac + 4 ou 5,Diplôme du programme grande école de l'ISG Paris,,5 ans,Bac + 5,37970.0,1,niveau 7 (bac + 5),"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation",https://www.onisep.fr/http/redirection/formation/slug/FOR.1367,"gestion des entreprises, comptabilité/administration de l'entreprise | commerce, marketing, vente/marketing, vente"
,,CPI,cycle préparatoire intégré,Cycle préparatoire intégré de l'Icam Grand Paris Sud - La prépa professionnalisante (partenariat avec une université) BUT,ICAM,2 ans,Bac + 2,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.9628,"électricité, électronique, robotique/électrotechnique | matières premières, fabrication, industries/fonction production (généralités) | informatique, Internet/informatique (généralités) | sciences/mathématiques | mécanique/mécanique (généralités) | sciences/physique"
341,,mastère spé.,mastère spécialisé,mastère spé. Politiques et actions publiques pour le développement durable (AgroParisTech - Campus de Paris - Maine - École des Ponts ParisTech),PAPDD,1 an,Bac + 6,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.942,"environnement, énergies, propreté/environnement (généralités) | économie, droit, politique/sciences politiques"
343,,,formation d'école spécialisée,Master en transport et développement durable (ParisTech) (pour étudiants internationaux),,2 ans,Bac + 5,,1,niveau 7 (bac + 5),"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation",https://www.onisep.fr/http/redirection/formation/slug/FOR.1573,"environnement, énergies, propreté/environnement (généralités) | logistique, transport/transport"
343,,mastère spé.,mastère spécialisé,mastère spé. International Environmental Management (Mines ParisTech),,1 an,Bac + 6,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.1521,"environnement, énergies, propreté/environnement (généralités) | matières premières, fabrication, industries/génie industriel | économie, droit, politique/sciences économiques"
344,,,formation d'école spécialisée,Diplôme de l'institut de criminologie et de droit pénal de Paris,,1 an,Bac + 3,,0,non inscrit au RNCP,"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation",https://www.onisep.fr/http/redirection/formation/slug/FOR.340,"économie, droit, politique/activité judiciaire"
,,CPI,cycle préparatoire intégré,Cycle préparatoire intégré EFREI Paris - Prépa scientifique,EFREI,2 ans,Bac + 2,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.8863,"électricité, électronique, robotique/électronique | informatique, Internet/informatique (généralités) | sciences/mathématiques | sciences/physique"
,,CPI,cycle préparatoire intégré,Cycle préparatoire intégré de l'ISEP (associé avec le Lycée Stanislas de Paris) - prépa associée MPSI-PSI,ISEP,2 ans,Bac + 2,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.9795,"informatique, Internet/bases de données | électricité, électronique, robotique/électronique | matières premières, fabrication, industries/génie industriel | informatique, Internet/informatique (généralités) | sciences/mathématiques | sciences/physique"
341,,mastère spé.,mastère spécialisé,mastère spé. Systèmes d'informations localisées pour l'aménagement des territoires (AgroParisTech - Campus de Montpellier),SILAT,1 an,Bac + 6,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.1531,"environnement, énergies, propreté/aménagement du territoire | histoire-géographie, psychologie, sociologie/géographie | information-communication, audiovisuel/technologies de l'information | environnement, énergies, propreté/urbanisme"
341,26534101,,bachelor en sciences et ingénierie,bachelor en sciences et ingénierie - maquette numérique pour le BTP (CESI Paris Nanterre),CESI,3 ans,Bac + 3,35692.0,2,niveau 6 (bac + 3),non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.6805,"construction, architecture, travaux publics/bureau d'études BTP | matières premières, fabrication, industries/études et développement | sciences/mathématiques"
341,,mastère spé.,mastère spécialisé,mastère spé. Action publique pour le développement durable des territoires et de l'agriculture (ACTERRA) (AgroParistech - Campus de Clermont-Ferrand),,1 an,Bac + 6,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.1783,"agriculture, animaux/agriculture (généralités) | environnement, énergies, propreté/aménagement du territoire | environnement, énergies, propreté/environnement (généralités)"
343,,mastère spé.,mastère spécialisé,"mastère spé. Management des risques sanitaires, alimentaires et environnementaux (AgroParisTech - Campus de Paris - Maine)",ALISéE,1 an,Bac + 6,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.808,"environnement, énergies, propreté/déchets, pollutions et risques | armée, sécurité/sécurité, prévention"
343,,mastère spé.,mastère spécialisé,mastère spé. Eau pour tous - Water for all - International Executive Master Opt (AgroParisTech - Campus de Montpellier),OpT,1 an,Bac + 6,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.809,"environnement, énergies, propreté/environnement (généralités) | environnement, énergies, propreté/gestion de l'eau | santé, social, sport/travail social"
,,CPI,cycle préparatoire intégré,Cycle préparatoire intégré EFREI Paris - Prépa scientifique - campus de Bordeaux,EFREI,2 ans,Bac + 2,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.8884,"électricité, électronique, robotique/électronique | informatique, Internet/informatique (généralités) | sciences/mathématiques | sciences/physique"
,,CPI,cycle préparatoire intégré,Cycle préparatoire intégré EFREI Paris - Prépa plus,EFREI,2 ans,Bac + 2,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.8872,"électricité, électronique, robotique/électronique | informatique, Internet/informatique (généralités) | sciences/mathématiques | sciences/physique"
,,CPI,cycle préparatoire intégré,Cycle préparatoire intégré EFREI Paris - Prépa scientifique en anglais,EFREI,2 ans,Bac + 2,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.8866,"électricité, électronique, robotique/électronique | informatique, Internet/informatique (généralités) | sciences/mathématiques | sciences/physique"
,,CPI,cycle préparatoire intégré,cycle préparatoire intégré de l'ESIEE IT – CCI Paris Île-de-France Education,ESIEE IT,2 ans,Bac + 2,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.9392,"matières premières, fabrication, industries/génie industriel | informatique, Internet/informatique (généralités) | sciences/mathématiques | sciences/physique"
,,CPI,cycle préparatoire intégré,Cycle préparatoire intégré de l'Icam Grand Paris Sud - La prépa scientifique (prépa associée à un lycée partenaire) PTSI-PT,ICAM,2 ans,Bac + 2,,0,non inscrit au RNCP,non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.9577,"matières premières, fabrication, industries/génie industriel | informatique, Internet/informatique (généralités) | sciences/mathématiques | sciences/physique"
,,,bachelor en sciences et ingénierie,"Bachelor en sciences et ingénierie - économie, sciences et technologies multimédia (ESIEE Paris)",ESIEE,3 ans,Bac + 3,,2,niveau 6 (bac + 3),non renseigné,https://www.onisep.fr/http/redirection/formation/slug/FOR.8668,"information-communication, audiovisuel/multimédia | économie, droit, politique/sciences économiques | information-communication, audiovisuel/technologies de l'information"
