geo_point_2d;geo_shape;nature_l;sigle;secteur;code_postal;commune;academie;denom;nom_lycee;dept
48.87747520919365, 2.3856765097520656;"{""coordinates"": [2.385676509752066, 48.87747520919365], ""type"": ""Point""}";Lycée polyvalent;LPO;Privé;75119;Paris 19e Arrondissement;Paris;LYCEE POLYVALENT PRIVE;JULES-RICHARD-MICROTECHNIQUE;75
48.88595456286966, 2.2743842379553856;"{""coordinates"": [2.274384237955386, 48.88595456286966], ""type"": ""Point""}";Lycée d'enseignement général;LG;Public;92051;Neuilly-sur-Seine;Versailles;LYCEE GENERAL;PASTEUR;92
49.055755088368926, 2.1316042842577647;"{""coordinates"": [2.131604284257765, 49.055755088368926], ""type"": ""Point""}";Lycée professionnel;LP;Public;95572;Saint-Ouen-l'Aumône;Versailles;LP LYCEE DES METIERS;CHÂTEAU-D'EPLUCHES;95
49.05126316529467, 2.0967988081113798;"{""coordinates"": [2.09679880811138, 49.05126316529467], ""type"": ""Point""}";Lycée polyvalent;LPO;Privé;95500;Pontoise;Versailles;LYCEE POLYVALENT PRIVE;VAUBAN;95
48.59447007208852, 2.578858766286443;"{""coordinates"": [2.578858766286443, 48.59447007208852], ""type"": ""Point""}";Lycée professionnel;LP;Public;77445;Savigny-le-Temple;Créteil;LP LYCEE DES METIERS;ANTONIN-CARÈME;77
48.69470886949442, 2.489600636843254;"{""coordinates"": [2.489600636843254, 48.69470886949442], ""type"": ""Point""}";Lycée polyvalent;LPO;Privé;91114;Brunoy;Versailles;LYC POLYVAL PRIVE des METIERS;SAINT-PIERRE INSTITUT;91
48.99231821219358, 2.375223489923661;"{""coordinates"": [2.375223489923661, 48.99231821219358], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Privé;95585;Sarcelles;Versailles;LYCEE GEN.ET TECHNOL.PRIVE;LA-SALLE-SAINT-ROSAIRE;95
48.82806929253098, 2.373185849926192;"{""coordinates"": [2.373185849926192, 48.82806929253098], ""type"": ""Point""}";Lycée d'enseignement technologique;LT;Privé;75113;Paris 13e Arrondissement;Paris;LYCEE TECHNOLOGIQUE PRIVE;ÉCOLE-TECHNIQUE-SUPÉRIEURE-LABORATOIRE;75
48.736255945520334, 2.295914719000329;"{""coordinates"": [2.295914719000329, 48.736255945520334], ""type"": ""Point""}";Lycée professionnel;LP;Public;91377;Massy;Versailles;LP LYCEE DES METIERS;GUSTAVE-EIFFEL;91
48.8859077444178, 2.307480705088207;"{""coordinates"": [2.307480705088207, 48.8859077444178], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;75117;Paris 17e Arrondissement;Paris;LYCEE GENERAL PRIVE;SAINTE-URSULE-LOUISE-DE-BETTIGNIES;75
48.852829962745375, 2.4250052027637605;"{""coordinates"": [2.425005202763761, 48.852829962745375], ""type"": ""Point""}";Lycée professionnel;LP;Privé;93048;Montreuil;Créteil;ECOLE 2D DEGRE PROF.PRIVEE;ORT (PROFESSIONNEL);93
48.64550157035328, 1.8326077894107848;"{""coordinates"": [1.832607789410785, 48.64550157035328], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Privé;78517;Rambouillet;Versailles;LYCEE GEN.ET TECHNOL.PRIVE;SAINTE-THÉRÈSE;78
48.898147353645825, 2.0918576713607555;"{""coordinates"": [2.091857671360756, 48.898147353645825], ""type"": ""Point""}";Lycée d'enseignement technologique;LT;Privé;78551;Saint-Germain-en-Laye;Versailles;LYCEE TECHNOLOGIQUE PRIVE;SAINT-THOMAS-DE-VILLENEUVE;78
48.82743543366457, 2.362335640792623;"{""coordinates"": [2.362335640792623, 48.82743543366457], ""type"": ""Point""}";Lycée d'enseignement général;LG;Public;75113;Paris 13e Arrondissement;Paris;LYCEE GENERAL;CLAUDE-MONET;75
48.8443799270491, 2.5853148167521436;"{""coordinates"": [2.585314816752144, 48.8443799270491], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;77083;Champs-sur-Marne;Créteil;LYCEE POLYVALENT;RENE-DESCARTES;77
48.78131593580728, 2.041632219316721;"{""coordinates"": [2.041632219316721, 48.78131593580728], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;78423;Montigny-le-Bretonneux;Versailles;LYCEE POLYVALENT;EMILIE-DE-BRETEUIL;78
48.85354429073723, 2.365784412187392;"{""coordinates"": [2.365784412187392, 48.85354429073723], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Privé;75104;Paris 4e Arrondissement;Paris;LYCEE GEN.ET TECHNOL.PRIVE;FRANCS-BOURGEOIS;75
48.86827579004137, 2.28237238556794;"{""coordinates"": [2.28237238556794, 48.86827579004137], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Privé;75116;Paris 16e Arrondissement;Paris;LYCEE GEN.ET TECHNOL.PRIVE;PASSY-SAINT-HONORÉ;75
48.95530895997762, 2.894376590856065;"{""coordinates"": [2.894376590856065, 48.95530895997762], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;77284;Meaux;Créteil;LYCEE GENERAL ET TECHNOLOGIQUE;JEAN-VILAR;77
48.99131539788053, 2.085196557466813;"{""coordinates"": [2.085196557466813, 48.99131539788053], ""type"": ""Point""}";Ecole régionale du premier degré;ERPD;Public;78172;Conflans-Sainte-Honorine;Versailles;EC.REGIONALE DU PREMIER DEGRE;BATELLERIE (LA);78
48.88108378308073, 2.3159390389045753;"{""coordinates"": [2.315939038904575, 48.88108378308073], ""type"": ""Point""}";Lycée d'enseignement technologique;LT;Privé;75108;Paris 8e Arrondissement;Paris;LYCEE TECHNOLOGIQUE PRIVE;FENELON-SAINTE-MARIE-LA-PLAINE-MONCEAU;75
48.90289424546733, 2.2994490551954265;"{""coordinates"": [2.299449055195427, 48.90289424546733], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;92024;Clichy;Versailles;LPO LYCEE DES METIERS;RENÉ-AUFFRAY;92
48.92492596325997, 2.2526341576272264;"{""coordinates"": [2.252634157627226, 48.92492596325997], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Privé;92025;Colombes;Versailles;LYCEE GEN.ET TECHNOL.PRIVE;JEANNE-D'ARC;92
48.805700236351385, 2.1367267734626916;"{""coordinates"": [2.136726773462692, 48.805700236351385], ""type"": ""Point""}";Lycée d'enseignement général;LG;Public;78646;Versailles;Versailles;LYCEE GENERAL;HOCHE;78
48.799274078131894, 2.3925905140118955;"{""coordinates"": [2.392590514011895, 48.799274078131894], ""type"": ""Point""}";Lycée professionnel;LP;Public;94081;Vitry-sur-Seine;Créteil;LYCEE PROFESSIONNEL;CAMILLE-CLAUDEL;94
48.89047023711959, 2.20649233599287;"{""coordinates"": [2.20649233599287, 48.89047023711959], ""type"": ""Point""}";Lycée polyvalent;LGT;Public;92050;Nanterre;Versailles;LYCEE GENERAL ET TECHNOLOGIQUE;JOLIOT-CURIE;92
48.81932696383352, 2.25346545981556;"{""coordinates"": [2.25346545981556, 48.81932696383352], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;92040;Issy-les-Moulineaux;Versailles;LYCEE POLYVALENT;EUGÈNE-IONESCO;92
48.890869787343654, 2.1226130249115056;"{""coordinates"": [2.122613024911506, 48.890869787343654], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;78650;Le Vésinet;Versailles;LYCEE GENERAL ET TECHNOLOGIQUE;ALAIN;78
48.93325687582007, 2.0511782878085736;"{""coordinates"": [2.051178287808574, 48.93325687582007], ""type"": ""Point""}";Lycée professionnel;LPO;Public;78498;Poissy;Versailles;LP LYCEE DES METIERS;ADRIENNE-BOLLAND;78
48.62639908507852, 2.4202983270683984;"{""coordinates"": [2.420298327068398, 48.62639908507852], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;91228;Evry-Courcouronnes;Versailles;LPO LYCEE DES METIERS;GEORGES-BRASSENS;91
48.86361433185071, 2.449169863763706;"{""coordinates"": [2.449169863763706, 48.86361433185071], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;93048;Montreuil;Créteil;LYCEE GENERAL ET TECHNOLOGIQUE;JEAN-JAURÈS;93
48.37300888578821, 2.927164537460132;"{""coordinates"": [2.927164537460132, 48.37300888578821], ""type"": ""Point""}";Lycée professionnel;LP;Public;77482;Varennes-sur-Seine;Créteil;LP LYCEE DES METIERS;GUSTAVE-EIFFEL;77
48.884068429220875, 2.3290877341041214;"{""coordinates"": [2.329087734104121, 48.884068429220875], ""type"": ""Point""}";Lycée d'enseignement général;LG;Public;75109;Paris 9e Arrondissement;Paris;LYCEE GENERAL;JULES-FERRY;75
48.89714501717504, 2.3208607243667436;"{""coordinates"": [2.320860724366744, 48.89714501717504], ""type"": ""Point""}";Lycée d'enseignement technologique;LT;Public;75117;Paris 17e Arrondissement;Paris;LYCEE TECHNOLOGIQUE;ÉCOLE-NATIONALE-DE-COMMERCE;75
48.85881041399225, 2.180478898130425;"{""coordinates"": [2.180478898130425, 48.85881041399225], ""type"": ""Point""}";Lycée professionnel;LP;Privé;92063;Rueil-Malmaison;Versailles;LYCEE PROFESSIONNEL PRIVE;LA-SALLE-PASSY-BUZENVAL (PROFESSIONNEL);92
48.98526476372247, 2.3212941166949292;"{""coordinates"": [2.321294116694929, 48.98526476372247], ""type"": ""Point""}";Lycée professionnel;LP;Public;95428;Montmorency;Versailles;LP LYCEE DES METIERS;TURGOT;95
48.596621799907915, 2.246205681470268;"{""coordinates"": [2.246205681470268, 48.596621799907915], ""type"": ""Point""}";Lycée professionnel;LP;Public;91021;Arpajon;Versailles;LYCEE PROFESSIONNEL;PAUL-BELMONDO;91
48.77975734342096, 2.4451625717432273;"{""coordinates"": [2.445162571743227, 48.77975734342096], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;94028;Créteil;Créteil;LYCEE POLYVALENT;LÉON-BLUM;94
48.96931176182222, 2.3951960021050165;"{""coordinates"": [2.395196002105016, 48.96931176182222], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;95268;Garges-lès-Gonesse;Versailles;LPO LYCEE DES METIERS;ARTHUR-RIMBAUD;95
48.8926499527632, 2.3625312264511598;"{""coordinates"": [2.36253122645116, 48.8926499527632], ""type"": ""Point""}";Lycée professionnel;LP;Public;75118;Paris 18e Arrondissement;Paris;LYCEE PROFESSIONNEL;EDMOND-ROSTAND;75
48.849717281601635, 2.375825387448398;"{""coordinates"": [2.375825387448398, 48.849717281601635], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;75112;Paris 12e Arrondissement;Paris;LYCEE GENERAL PRIVE;ENSEMBLE SCOLAIRE SAINT-PIERRE-FOURIER;75
48.88380621757117, 2.3901986486409657;"{""coordinates"": [2.390198648640966, 48.88380621757117], ""type"": ""Point""}";Lycée d'enseignement général;LG;Public;75119;Paris 19e Arrondissement;Paris;LYCEE GENERAL;GEORGES-BRASSENS;75
48.54810188634684, 3.303574426464478;"{""coordinates"": [3.303574426464478, 48.54810188634684], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;77379;Provins;Créteil;LPO LYCEE DES METIERS;PANNEVELLES (LES);77
48.97243108604396, 2.650608295985796;"{""coordinates"": [2.650608295985796, 48.97243108604396], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LPO;Public;77294;Mitry-Mory;Créteil;LYCEE POLYVALENT;HONORÉ-DE-BALZAC;77
48.98238543579118, 1.9764251764767635;"{""coordinates"": [1.976425176476764, 48.98238543579118], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Privé;78642;Verneuil-sur-Seine;Versailles;LYCEE GEN.ET TECHNOL.PRIVE;NOTRE-DAME-LES-OISEAUX;78
48.79453556081301, 2.1211539400128103;"{""coordinates"": [2.12115394001281, 48.79453556081301], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;78646;Versailles;Versailles;LYCEE POLYVALENT;JULES-FERRY;78
48.79863567362109, 2.141773505629251;"{""coordinates"": [2.141773505629251, 48.79863567362109], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;78646;Versailles;Versailles;LYCEE GENERAL ET TECHNOLOGIQUE;MARIE-CURIE;78
48.67744175845745, 2.525332028337855;"{""coordinates"": [2.525332028337855, 48.67744175845745], ""type"": ""Point""}";Lycée professionnel;LP;Public;91514;Quincy-sous-Sénart;Versailles;LYCEE PROFESSIONNEL;LES-FRÈRES-MOREAU;91
48.938302575867546, 2.3587392870868813;"{""coordinates"": [2.358739287086881, 48.938302575867546], ""type"": ""Point""}";Lycée professionnel;LP;Privé;93066;Saint-Denis;Créteil;LYCEE PROFESSIONNEL PRIVE;SAINT-VINCENT-DE-PAUL;93
48.788099723884514, 2.2807501622700923;"{""coordinates"": [2.280750162270092, 48.788099723884514], ""type"": ""Point""}";Lycée professionnel;LP;Privé;92032;Fontenay-aux-Roses;Versailles;LYCEE PROFESSIONNEL PRIVE;SAINT-FRANCOIS-D'ASSISE;92
48.78954677192667, 3.12416811906603;"{""coordinates"": [3.12416811906603, 48.78954677192667], ""type"": ""Point""}";Lycée d'enseignement général, technologique et professionnel agricole;LEGTPA;Public;77070;Chailly-en-Brie;Créteil;LYC GEN TECHNO PROF AGRICOLE;BRETONNIÈRE (LA);77
48.95716431432634, 2.865822475919214;"{""coordinates"": [2.865822475919214, 48.95716431432634], ""type"": ""Point""}";Lycée polyvalent;LGT;Public;77284;Meaux;Créteil;LYCEE GENERAL ET TECHNOLOGIQUE;PIERRE-DE-COUBERTIN;77
48.71337327899664, 2.4799530105852217;"{""coordinates"": [2.479953010585222, 48.71337327899664], ""type"": ""Point""}";Lycée professionnel;LP;Public;91691;Yerres;Versailles;LP LYCEE DES METIERS;LOUIS-ARMAND;91
48.6993417255678, 2.5238993499887235;"{""coordinates"": [2.523899349988723, 48.6993417255678], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;91215;Épinay-sous-Sénart;Versailles;LYCEE GENERAL ET TECHNOLOGIQUE;MAURICE-ELIOT;91
48.88545169122286, 2.385392857576337;"{""coordinates"": [2.385392857576337, 48.88545169122286], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;75119;Paris 19e Arrondissement;Paris;LYCEE GENERAL PRIVE;BETH-HANNA;75
48.73983439211289, 2.243778367129567;"{""coordinates"": [2.243778367129567, 48.73983439211289], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;91645;Verrières-le-Buisson;Versailles;LYCEE GENERAL PRIVE;RUDOLF-STEINER;91
49.05223840300317, 2.0994989050735335;"{""coordinates"": [2.099498905073534, 49.05223840300317], ""type"": ""Point""}";Lycée polyvalent;LPO;Privé;95500;Pontoise;Versailles;LYCEE POLYVALENT PRIVE;NOTRE-DAME-DE-LA-COMPASSION;95
48.75323753653669, 2.396106352769094;"{""coordinates"": [2.396106352769094, 48.75323753653669], ""type"": ""Point""}";Lycée d'enseignement général;LPO;Privé;94073;Thiais;Créteil;LYCEE GENERAL PRIVE;COURS DU HAMEAU;94
48.98497097942565, 2.2545265197461335;"{""coordinates"": [2.254526519746133, 48.98497097942565], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;95219;Ermont;Versailles;LYCEE GENERAL ET TECHNOLOGIQUE;VAN-GOGH;95
48.75382927407108, 2.3000400788259383;"{""coordinates"": [2.300040078825938, 48.75382927407108], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Privé;92002;Antony;Versailles;LYCEE GEN.ET TECHNOL.PRIVE;SAINTE-MARIE;92
48.84800644286627, 2.344168429397649;"{""coordinates"": [2.344168429397649, 48.84800644286627], ""type"": ""Point""}";Lycée d'enseignement général;LG;Public;75105;Paris 5e Arrondissement;Paris;LYCEE GENERAL;LOUIS-LE-GRAND;75
48.88820719529079, 2.333768023418837;"{""coordinates"": [2.333768023418837, 48.88820719529079], ""type"": ""Point""}";Lycée polyvalent;LP;Privé;75118;Paris 18e Arrondissement;Paris;LYC POLYVAL PRIVE DES METIERS;SAINT-JEAN-DE-MONTMARTRE;75
48.937972177436464, 2.6770019036923776;"{""coordinates"": [2.677001903692378, 48.937972177436464], ""type"": ""Point""}";Lycée professionnel;LP;Public;77118;Claye-Souilly;Créteil;LP LYCEE DES METIERS;CHAMP-DE-CLAYE (LE);77
48.89449702443264, 2.5251645972829584;"{""coordinates"": [2.525164597282958, 48.89449702443264], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;93062;Le Raincy;Créteil;LYCEE GENERAL PRIVE;MERKAZ-HATORAH (FILLES);93
48.84295805082238, 2.2969313862586573;"{""coordinates"": [2.296931386258657, 48.84295805082238], ""type"": ""Point""}";Lycée d'enseignement général;LG;Public;75115;Paris 15e Arrondissement;Paris;LYCEE GENERAL;CAMILLE-SEE;75
48.82522619679269, 2.324111821994854;"{""coordinates"": [2.324111821994854, 48.82522619679269], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;75114;Paris 14e Arrondissement;Paris;LPO LYCEE DES METIERS;LUCAS-DE-NEHOU;75
48.89234944058972, 2.3725511292908203;"{""coordinates"": [2.37255112929082, 48.89234944058972], ""type"": ""Point""}";Lycée professionnel;LP;Public;75119;Paris 19e Arrondissement;Paris;LP LYCEE DES METIERS;HECTOR-GUIMARD;75
48.920148668856825, 2.2715889629035515;"{""coordinates"": [2.271588962903552, 48.920148668856825], ""type"": ""Point""}";Lycée professionnel;LP;Public;92009;Bois-Colombes;Versailles;LYCEE PROFESSIONNEL;DANIEL-BALAVOINE;92
48.75159143634203, 2.51260006264264;"{""coordinates"": [2.51260006264264, 48.75159143634203], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;94004;Boissy-Saint-Léger;Créteil;LYCEE GENERAL PRIVE;COURS-BERNARD-PALISSY;94
48.97873173606789, 2.2004562388443145;"{""coordinates"": [2.200456238844315, 48.97873173606789], ""type"": ""Point""}";Lycée professionnel;LP;Public;95176;Cormeilles-en-Parisis;Versailles;LP LYCEE DES METIERS;LE-CORBUSIER;95
48.82633818995457, 2.305805153312043;"{""coordinates"": [2.305805153312043, 48.82633818995457], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;75114;Paris 14e Arrondissement;Paris;LYCEE GENERAL ET TECHNOLOGIQUE;FRANCOIS-VILLON;75
48.88111794649259, 2.377926648475651;"{""coordinates"": [2.377926648475651, 48.88111794649259], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;75119;Paris 19e Arrondissement;Paris;LYCEE GENERAL ET TECHNOLOGIQUE;HENRI-BERGSON;75
48.84972164510988, 2.319708570910371;"{""coordinates"": [2.319708570910371, 48.84972164510988], ""type"": ""Point""}";Lycée polyvalent;LPO;Privé;75107;Paris 7e Arrondissement;Paris;LYCEE POLYVALENT PRIVE;ALBERT-DE-MUN;75
48.74282392650464, 2.7495615310583696;"{""coordinates"": [2.74956153105837, 48.74282392650464], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;77470;Tournan-en-Brie;Créteil;LYCEE POLYVALENT;CLÉMENT-ADER;77
48.6865260982177, 2.298835504004965;"{""coordinates"": [2.298835504004965, 48.6865260982177], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;91345;Longjumeau;Versailles;LYCEE GENERAL ET TECHNOLOGIQUE;JACQUES-PRÉVERT;91
48.863234356046576, 2.520517905974182;"{""coordinates"": [2.520517905974182, 48.863234356046576], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;93050;Neuilly-sur-Marne;Créteil;LPO LYCEE DES METIERS;NICOLAS-JOSEPH-CUGNOT;93
48.85447312645404, 2.2784383915626676;"{""coordinates"": [2.278438391562668, 48.85447312645404], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;75116;Paris 16e Arrondissement;Paris;LYCEE GENERAL PRIVE;SAINT-JEAN-DE-PASSY;75
48.84122540394959, 2.1188024233244396;"{""coordinates"": [2.11880242332444, 48.84122540394959], ""type"": ""Point""}";Lycée professionnel;LP;Public;78126;La Celle-Saint-Cloud;Versailles;LP LYCEE DES METIERS;LUCIEN-RENÉ-DUCHESNE;78
48.87961607223531, 2.6122811807972206;"{""coordinates"": [2.612281180797221, 48.87961607223531], ""type"": ""Point""}";Lycée professionnel;LP;Public;77108;Chelles;Créteil;LP LYCEE DES METIERS;LOUIS-LUMIÈRE;77
48.818131961914986, 2.1368614459249895;"{""coordinates"": [2.136861445924989, 48.818131961914986], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Privé;78646;Versailles;Versailles;LYCEE GEN.ET TECHNOL.PRIVE;SAINT-JEAN-HULST;78
48.92787405827847, 2.1636559802067867;"{""coordinates"": [2.163655980206787, 48.92787405827847], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;78586;Sartrouville;Versailles;LYCEE GENERAL ET TECHNOLOGIQUE;EVARISTE-GALOIS;78
48.877035789942525, 2.2899771372849225;"{""coordinates"": [2.289977137284922, 48.877035789942525], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;75117;Paris 17e Arrondissement;Paris;LYCEE GENERAL PRIVE;EIB-ETOILE;75
48.79569280738508, 2.049201554144603;"{""coordinates"": [2.049201554144603, 48.79569280738508], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Privé;78423;Montigny-le-Bretonneux;Versailles;LYCEE GEN.ET TECHNOL.PRIVE;SAINT-EXUPÉRY;78
48.816288239182164, 2.494961242513893;"{""coordinates"": [2.494961242513893, 48.816288239182164], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;94017;Champigny-sur-Marne;Créteil;LPO LYCEE DES METIERS;LOUISE-MICHEL;94
48.88714293906556, 2.468358029632733;"{""coordinates"": [2.468358029632733, 48.88714293906556], ""type"": ""Point""}";Lycée professionnel;LP;Public;93053;Noisy-le-Sec;Créteil;LP LYCEE DES METIERS;THÉODORE-MONOD;93
48.60529279163384, 2.3024042600320795;"{""coordinates"": [2.30240426003208, 48.60529279163384], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Privé;91103;Brétigny-sur-Orge;Versailles;LYCEE GENERAL ET TECHNOLOGIQUE;JEANNE-D'ARC;91
48.866138322929, 2.3586161651009254;"{""coordinates"": [2.358616165100925, 48.866138322929], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;75103;Paris 3e Arrondissement;Paris;LYCEE GENERAL ET TECHNOLOGIQUE;TURGOT;75
48.87897738340774, 2.3499674309592034;"{""coordinates"": [2.349967430959203, 48.87897738340774], ""type"": ""Point""}";Lycée d'enseignement technologique;LT;Public;75110;Paris 10e Arrondissement;Paris;LYCEE TECHNOLOGIQUE;JULES-SIEGFRIED;75
48.84738234440175, 2.3146548925849757;"{""coordinates"": [2.314654892584976, 48.84738234440175], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Privé;75107;Paris 7e Arrondissement;Paris;LYCEE GEN.ET TECHNOL.PRIVE;SAINTE-JEANNE-ELISABETH;75
48.99419037792122, 2.4102184239355546;"{""coordinates"": [2.410218423935555, 48.99419037792122], ""type"": ""Point""}";Lycée polyvalent;LPO;Privé;95680;Villiers-le-Bel;Versailles;LYCEE POLYVALENT PRIVE;ROBERT-BLUM ORT;95
48.83368956143256, 2.2950183346442343;"{""coordinates"": [2.295018334644234, 48.83368956143256], ""type"": ""Point""}";Lycée d'enseignement technologique;LT;Public;75115;Paris 15e Arrondissement;Paris;LYCEE TECHNOLOGIQUE;"ENSAAMA ""Olivier de Serres""";75
48.78664172186781, 2.423763761310205;"{""coordinates"": [2.423763761310205, 48.78664172186781], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;94002;Alfortville;Créteil;LPO LYCEE DES METIERS;MAXIMILIEN-PERRET;94
48.676826119271084, 2.358283008857738;"{""coordinates"": [2.358283008857738, 48.676826119271084], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;91589;Savigny-sur-Orge;Versailles;LPO LYCEE DES METIERS;GASPARD-MONGE;91
48.769742576398805, 2.4711703520991293;"{""coordinates"": [2.471170352099129, 48.769742576398805], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;94028;Créteil;Créteil;LYCEE POLYVALENT;GUTENBERG;94
48.9129670196546, 2.520024262734673;"{""coordinates"": [2.520024262734673, 48.9129670196546], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;93046;Livry-Gargan;Créteil;LYCEE GENERAL ET TECHNOLOGIQUE;ANDRÉ-BOULLOCHE;93
48.94335269419602, 2.3657924622461715;"{""coordinates"": [2.365792462246171, 48.94335269419602], ""type"": ""Point""}";Lycée professionnel;LP;Public;93066;Saint-Denis;Créteil;LYCEE PROFESSIONNEL;FRÉDÉRIC-BARTHOLDI;93
48.69119790906731, 2.157719038582417;"{""coordinates"": [2.157719038582417, 48.69119790906731], ""type"": ""Point""}";Lycée polyvalent;LPO;Privé;91122;Bures-sur-Yvette;Versailles;LYCEE POLYVALENT PRIVE;INSTITUT ET CENTRE D'OPTOMETRIE;91
48.64310007713886, 2.0885922023636376;"{""coordinates"": [2.088592202363638, 48.64310007713886], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;91338;Limours;Versailles;LYCEE GENERAL ET TECHNOLOGIQUE;JULES-VERNE;91
48.84784259707127, 2.390570429580152;"{""coordinates"": [2.390570429580152, 48.84784259707127], ""type"": ""Point""}";Lycée d'enseignement technologique;LT;Privé;75112;Paris 12e Arrondissement;Paris;LYCEE TECHNOLOGIQUE PRIVE;INSTITUT-SUPÉRIEUR-CLORIVIÈRE;75
48.59137521114694, 2.224865127387859;"{""coordinates"": [2.224865127387859, 48.59137521114694], ""type"": ""Point""}";Etablissement régional d'enseignement adapté;EREA;Public;91461;Ollainville;Versailles;ETAB.REGIONAL ENSEIGNT ADAPTE;CHÂTEAU-DU-LAC (LE);91
48.959958444276594, 2.238297876015132;"{""coordinates"": [2.238297876015132, 48.959958444276594], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Privé;95018;Argenteuil;Versailles;ECOLE GEN.ET TECHNOL.PRIVEE;SAINT JOSEPH;95
49.04362134507229, 2.50817867265687;"{""coordinates"": [2.50817867265687, 49.04362134507229], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Privé;95351;Louvres;Versailles;LYCEE GEN.ET TECHNOL.PRIVE;INSTITUT-PAUL-RICOEUR;95
48.94349263415697, 2.2441364384026405;"{""coordinates"": [2.244136438402641, 48.94349263415697], ""type"": ""Point""}";Lycée polyvalent;LPO;Privé;95018;Argenteuil;Versailles;LYCEE POLYVALENT PRIVE;GARAC;95
48.80637870678815, 2.5443756484390483;"{""coordinates"": [2.544375648439048, 48.80637870678815], ""type"": ""Point""}";Lycée professionnel;LP;Public;94017;Champigny-sur-Marne;Créteil;LP LYCEE DES METIERS;GABRIEL-PÉRI;94
48.89169228019875, 2.2560598805331233;"{""coordinates"": [2.256059880533123, 48.89169228019875], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;92026;Courbevoie;Versailles;LYCEE GENERAL ET TECHNOLOGIQUE;ÉCOLE EUROPÉENNE DE PARIS LA DÉFENSE;92
48.92168183786258, 2.4083710672020917;"{""coordinates"": [2.408371067202092, 48.92168183786258], ""type"": ""Point""}";Lycée professionnel;LP;Public;93027;La Courneuve;Créteil;LYCEE PROFESSIONNEL;ARTHUR-RIMBAUD;93
48.637107272055964, 2.3456715813464277;"{""coordinates"": [2.345671581346428, 48.637107272055964], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;91549;Sainte-Geneviève-des-Bois;Versailles;LYCEE GENERAL ET TECHNOLOGIQUE;ALBERT-EINSTEIN;91
49.05230458167099, 2.0107353603548668;"{""coordinates"": [2.010735360354867, 49.05230458167099], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;95127;Cergy;Versailles;LYCEE POLYVALENT;JULES-VERNE;95
