geo_point_2d;geo_shape;nature_l;sigle;secteur;code_postal;commune;academie;denom;nom_lycee;dept
48.83823522014086, 2.169759511625642;"{""coordinates"": [2.169759511625642, 48.83823522014086], ""type"": ""Point""}";Etablissement régional d'enseignement adapté;EREA;Public;92033;Garches;Versailles;ETAB.REGIONAL ENSEIGNT ADAPTE;JACQUES-BREL;92
49.13683809623784, 2.2939414828441134;"{""coordinates"": [2.293941482844113, 49.13683809623784], ""type"": ""Point""}";Etablissement régional d'enseignement adapté;EREA;Public;95052;Beaumont-sur-Oise;Versailles;ETAB.REGIONAL ENSEIGNT ADAPTE;FRANCOISE-DOLTO;95
48.43572229123842, 2.1506361986834452;"{""coordinates"": [2.150636198683445, 48.43572229123842], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;91223;Étampes;Versailles;LYCEE POLYVALENT;GEOFFROY-SAINT-HILAIRE;91
48.81281476380402, 2.305294745262563;"{""coordinates"": [2.305294745262563, 48.81281476380402], ""type"": ""Point""}";Lycée professionnel;LP;Public;92049;Montrouge;Versailles;LP LYCEE DES METIERS;JEAN-MONNET;92
48.89188465899159, 2.3460256815887184;"{""coordinates"": [2.346025681588718, 48.89188465899159], ""type"": ""Point""}";Lycée professionnel;LP;Public;75118;Paris 18e Arrondissement;Paris;LYCEE PROFESSIONNEL;SUZANNE-VALADON;75
48.89260233465217, 2.361189759148632;"{""coordinates"": [2.361189759148632, 48.89260233465217], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Privé;75118;Paris 18e Arrondissement;Paris;LYC GEN TECH PRIVE des METIERS;CHARLES-DE-FOUCAULD;75
48.84557632276216, 2.3316463252611443;"{""coordinates"": [2.331646325261144, 48.84557632276216], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;75106;Paris 6e Arrondissement;Paris;LYCEE GENERAL PRIVE;SAINT-SULPICE;75
48.97363300601427, 1.775086602450681;"{""coordinates"": [1.775086602450681, 48.97363300601427], ""type"": ""Point""}";Lycée polyvalent;LPO;Public;78501;Porcheville;Versailles;LYCEE POLYVALENT;LAVOISIER;78
48.804857133594766, 2.1349365884333893;"{""coordinates"": [2.134936588433389, 48.804857133594766], ""type"": ""Point""}";Lycée polyvalent;LP;Privé;78646;Versailles;Versailles;LYCEE PROF PRIVE des METIERS;SAINT-VINCENT-DE-PAUL;78
48.991327517646724, 1.7115766515293191;"{""coordinates"": [1.711576651529319, 48.991327517646724], ""type"": ""Point""}";Lycée professionnel;LP;Privé;78361;Mantes-la-Jolie;Versailles;LYCEE PROFESSIONNEL PRIVE;NOTRE-DAME (PROFESSIONNEL);78
48.843962963613045, 2.3088706270712396;"{""coordinates"": [2.30887062707124, 48.843962963613045], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;75115;Paris 15e Arrondissement;Paris;LYCEE GENERAL PRIVE;ECOLE NORMALE CATHOLIQUE BLOMET;75
48.87865364271116, 2.3493088064439687;"{""coordinates"": [2.349308806443969, 48.87865364271116], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;75110;Paris 10e Arrondissement;Paris;LYCEE GENERAL PRIVE;ROCROY-SAINT-VINCENT-DE-PAUL;75
48.78123363038657, 1.9845197501714502;"{""coordinates"": [1.98451975017145, 48.78123363038657], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;78621;Trappes;Versailles;LYCEE GENERAL ET TECHNOLOGIQUE;PLAINE-DE-NEAUPHLE (LA);78
48.777461837046374, 2.3066853226211514;"{""coordinates"": [2.306685322621151, 48.777461837046374], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;92071;Sceaux;Versailles;LYCEE GENERAL ET TECHNOLOGIQUE;LAKANAL;92
48.89668414197725, 2.0860683552267654;"{""coordinates"": [2.086068355226765, 48.89668414197725], ""type"": ""Point""}";Lycée d'enseignement général;LGT;Privé;78551;Saint-Germain-en-Laye;Versailles;LYCEE GENERAL PRIVE;SAINT-AUGUSTIN;78
48.84443571560829, 2.327435479388069;"{""coordinates"": [2.327435479388069, 48.84443571560829], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;75106;Paris 6e Arrondissement;Paris;LYCEE GENERAL PRIVE;STANISLAS;75
48.88967791770274, 2.3262714885186186;"{""coordinates"": [2.326271488518619, 48.88967791770274], ""type"": ""Point""}";Lycée d'enseignement général;LG;Privé;75117;Paris 17e Arrondissement;Paris;LYCEE GENERAL PRIVE;ENSEMBLE SCOLAIRE BATIGNOLLES-EPINETTE;75
48.847818808318266, 2.4069543924301735;"{""coordinates"": [2.406954392430174, 48.847818808318266], ""type"": ""Point""}";Lycée d'enseignement général;LG;Public;75120;Paris 20e Arrondissement;Paris;LYCEE GENERAL;HÉLÈNE-BOUCHER;75
48.83177485942825, 2.3368582802241327;"{""coordinates"": [2.336858280224133, 48.83177485942825], ""type"": ""Point""}";Lycée d'enseignement général et technologique;LGT;Public;75114;Paris 14e Arrondissement;Paris;LYCEE GENERAL ET TECHNOLOGIQUE;EMILE-DUBOIS;75
