Identifiant action de formation;Enseignements de spécialité de classe de 1ère générale;Identifiant et fiche onisep lieu de cours;Libellé lieu de cours;Adresse lieu de cours;Code postal lieu de cours;Commune lieu de cours;Département lieu de cours;Région lieu de cours;Académie lieu de cours
AF.58120;Sciences économiques et sociales / Humanités, littérature et philosophie / Arts : cinéma - audiovisuel / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1409;Lycée Hector Berlioz;8 avenue Antoine Quinson;94307;Vincennes;Val-de-Marne;Ile-de-France;Créteil
AF.58143;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14299;Lycée Galilée;11 avenue du Jour;95800;Cergy;Val-d'Oise;Ile-de-France;Versailles
AF.58175;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10418;Lycée Saint-Thomas de Villeneuve;15 rue des Louviers;78100;Saint-Germain-en-Laye;Yvelines;Ile-de-France;Versailles
AF.58195;Sciences économiques et sociales / Arts : arts plastiques / Arts : théâtre / Humanités, littérature et philosophie / Arts : cinéma - audiovisuel / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5022;Lycée Romain-Rolland;17 rue Lucien Nadaire;94200;Ivry-sur-Seine;Val-de-Marne;Ile-de-France;Créteil
AF.58213;Sciences économiques et sociales / Arts : arts plastiques / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13993;Lycée Jean Jacques Rousseau;20 rue de Jaigny;95160;Montmorency;Val-d'Oise;Ile-de-France;Versailles
AF.59033;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18419;Lycée Saint-Joseph;127 avenue du Maréchal Joffre;95100;Argenteuil;Val-d'Oise;Ile-de-France;Versailles
AF.63502;Sciences économiques et sociales / Arts : musique / Humanités, littérature et philosophie / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8895;Lycée Les Pierres Vives;1 rue des Alouettes;78420;Carrières-sur-Seine;Yvelines;Ile-de-France;Versailles
AF.63568;Sciences économiques et sociales / Humanités, littérature et philosophie / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales / LLCER anglais - monde contemporain;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2517;Lycée Jules Ferry;29 rue du Maréchal Joffre;78000;Versailles;Yvelines;Ile-de-France;Versailles
AF.63628;Sciences économiques et sociales / Arts : arts plastiques / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9729;Lycée Pierre Mendès France;11 avenue de l'Europe;77176;Savigny-le-Temple;Seine-et-Marne;Ile-de-France;Créteil
AF.63650;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4247;Lycée polyvalent Johannes Gutenberg;16 rue de Saussure;94044;Créteil;Val-de-Marne;Ile-de-France;Créteil
AF.63726;Sciences économiques et sociales / Arts : arts plastiques / Humanités, littérature et philosophie / Arts : cinéma - audiovisuel / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / LLCER espagnol;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14411;Lycée l'Essouriau;1 avenue de Dordogne;91979;Les Ulis;Essonne;Ile-de-France;Versailles
AF.6376;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / LLCER anglais / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11411;Lycée polyvalent Simone Signoret;Place du 14 juillet;77000;Vaux-le-Pénil;Seine-et-Marne;Ile-de-France;Créteil
AF.63765;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / LLCER anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.961;Lycée privé Georges Leven;30 boulevard Carnot;75012;Paris;Paris;Ile-de-France;Paris
AF.63785;Sciences économiques et sociales / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14429;Lycée polyvalent François Mansart;25 avenue de la Banque;94100;Saint-Maur-des-Fossés;Val-de-Marne;Ile-de-France;Créteil
AF.63793;Mathématiques / Langues, littératures et cultures étrangères et régionales / Numérique et sciences informatiques / Physique-chimie / Sciences de l'ingénieur / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15995;Lycée polyvalent privé Saint-Nicolas;92 rue de Vaugirard;75006;Paris;Paris;Ile-de-France;Paris
AF.63820;Sciences économiques et sociales / Arts : arts plastiques / Arts : théâtre / Humanités, littérature et philosophie / Arts : cinéma - audiovisuel / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8406;Lycée Saint-Exupéry;8 rue Marcel Fouque;78201;Mantes-la-Jolie;Yvelines;Ile-de-France;Versailles
AF.63848;Sciences économiques et sociales / Humanités, littérature et philosophie / Arts : cinéma - audiovisuel / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / LLCER anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.17980;Lycée Turgot;69 rue de Turbigo;75003;Paris;Paris;Ile-de-France;Paris
AF.81148;Sciences économiques et sociales / Arts : arts plastiques / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / LLCER anglais / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16759;Lycée privé Massillon;2 bis quai des Célestins;75004;Paris;Paris;Ile-de-France;Paris
AF.86468;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8704;Lycée Saint-Thomas de Villeneuve;1646 avenue Roger Salengro;92370;Chaville;Hauts-de-Seine;Ile-de-France;Versailles
AF.86810;Sciences de l'ingénieur / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16322;Lycée polyvalent La Fayette;Place des Célestins;77430;Champagne-sur-Seine;Seine-et-Marne;Ile-de-France;Créteil
AF.86908;Sciences économiques et sociales / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / LLCER anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3125;Lycée privé polyvalent Catherine Labouré;29 rue Gassendi;75014;Paris;Paris;Ile-de-France;Paris
AF.86923;Sciences économiques et sociales / Humanités, littérature et philosophie / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14774;Lycée Saint-Erembert;5 rue Salomon Reinach;78100;Saint-Germain-en-Laye;Yvelines;Ile-de-France;Versailles
AF.86925;Sciences économiques et sociales / LLCER espagnol / Arts : arts plastiques / Arts : musique / Humanités, littérature et philosophie / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / LLCER anglais / Mathématiques / LLCER allemand / Physique-chimie / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6943;Lycée international François 1er;11 rue Victor Hugo;77300;Fontainebleau;Seine-et-Marne;Ile-de-France;Créteil
AF.86945;Sciences économiques et sociales / Arts : arts plastiques / Arts : musique / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Littérature et langues et cultures de l'Antiquité / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13662;Lycée Hattemer;52 rue de Londres;75008;Paris;Paris;Ile-de-France;Paris
AF.8894;Sciences économiques et sociales / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Éducation physique, pratiques et culture sportives;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.19241;Lycée Jeanne d'Arc;31 rue Alfred Leblanc;91220;Brétigny-sur-Orge;Essonne;Ile-de-France;Versailles
AF.92375;Sciences économiques et sociales / LLCER espagnol / Arts : arts plastiques / Arts : théâtre / Humanités, littérature et philosophie / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / LLCER anglais / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Éducation physique, pratiques et culture sportives;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.882;Lycée polyvalent Eugène Delacroix;4 rue du Docteur Schweitzer;93700;Drancy;Seine-Saint-Denis;Ile-de-France;Créteil
AF.46531;Sciences économiques et sociales / Arts : histoire des arts / Arts : arts plastiques / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Littérature et langues et cultures de l'Antiquité / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12588;Lycée Paul Lapie;5 boulevard Aristide Briand;92400;Courbevoie;Hauts-de-Seine;Ile-de-France;Versailles
AF.46565;Sciences économiques et sociales / Arts : théâtre / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / LLCER anglais / Mathématiques / Littérature et langues et cultures de l'Antiquité / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / LLCER italien / LLCER anglais - monde contemporain;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3342;Lycée Montaigne;17 rue Auguste Comte;75006;Paris;Paris;Ile-de-France;Paris
AF.46594;Sciences économiques et sociales / Humanités, littérature et philosophie / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16379;Lycée Sainte-Marie;2 rue de l'Abbaye;92160;Antony;Hauts-de-Seine;Ile-de-France;Versailles
