Identifiant action de formation;Enseignements de spécialité de classe de 1ère générale;Identifiant et fiche onisep lieu de cours;Libellé lieu de cours;Adresse lieu de cours;Code postal lieu de cours;Commune lieu de cours;Département lieu de cours;Région lieu de cours;Académie lieu de cours
AF.23672;Sciences économiques et sociales / Humanités, littérature et philosophie / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11853;Lycée de Cachan;63 avenue du Président Wilson;94235;Cachan;Val-de-Marne;Ile-de-France;Créteil
AF.23704;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / LLCER anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9544;Lycée Gabriel Fauré;81 avenue de Choisy;75013;Paris;Paris;Ile-de-France;Paris
AF.23727;Sciences économiques et sociales / Arts : arts plastiques / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10050;Lycée du petit Val;12 avenue Albert Pleuvry;94370;Sucy-en-Brie;Val-de-Marne;Ile-de-France;Créteil
AF.29041;Biologie-écologie / Mathématiques / Physique-chimie;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8328;Campus Bougainville;RD 319, Domaine de Sansalle;77257;Brie-Comte-Robert;Seine-et-Marne;Ile-de-France;Créteil
AF.29366;Sciences de l'ingénieur / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15343;Lycée polyvalent les Pannevelles;Route de Chalautre la Petite;77481;Provins;Seine-et-Marne;Ile-de-France;Créteil
AF.29410;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Littérature et langues et cultures de l'Antiquité / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales / LLCER anglais - monde contemporain;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4072;Lycée polyvalent René Descartes;4 boulevard Copernic;77420;Champs-sur-Marne;Seine-et-Marne;Ile-de-France;Créteil
AF.29450;Sciences économiques et sociales / Humanités, littérature et philosophie / Arts : cinéma - audiovisuel / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Littérature et langues et cultures de l'Antiquité / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales / LLCER anglais - monde contemporain;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12210;Lycée Pierre de Coubertin;Chaussée de Paris;77100;Meaux;Seine-et-Marne;Ile-de-France;Créteil
AF.29483;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / LLCER anglais / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5141;Lycée Jeanne d'Arc - Saint-Aspais;18 boulevard Maginot;77300;Fontainebleau;Seine-et-Marne;Ile-de-France;Créteil
AF.29507;Sciences économiques et sociales / Humanités, littérature et philosophie / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales / LLCER anglais - monde contemporain;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2994;Lycée Martin Luther King;21 avenue du Général de Gaulle;77600;Bussy-Saint-Georges;Seine-et-Marne;Ile-de-France;Créteil
AF.29627;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2619;Lycée Notre-Dame;5 rue de la Sangle;78200;Mantes-la-Jolie;Yvelines;Ile-de-France;Versailles
AF.34874;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Littérature et langues et cultures de l'Antiquité / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.877;Lycée polyvalent Thibaut de Champagne;3 rue du Collège;77487;Provins;Seine-et-Marne;Ile-de-France;Créteil
AF.34906;Sciences économiques et sociales / Arts : théâtre / Arts : musique / Humanités, littérature et philosophie / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9244;Lycée d'Arsonval;65 rue du Pont de Créteil;94107;Saint-Maur-des-Fossés;Val-de-Marne;Ile-de-France;Créteil
AF.17936;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / LLCER anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4703;Lycée privé Sainte-Elisabeth;112 rue de Lourmel;75015;Paris;Paris;Ile-de-France;Paris
AF.17967;Sciences économiques et sociales / Arts : arts plastiques / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / LLCER anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1751;Lycée privé Notre-Dame de Sion;61 rue Notre-Dame des Champs;75006;Paris;Paris;Ile-de-France;Paris
AF.17988;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5384;Lycée Notre-Dame Providence;7 boulevard Sadi Carnot;95880;Enghien-les-Bains;Val-d'Oise;Ile-de-France;Versailles
AF.17998;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10269;Lycée Evariste Galois;14 boulevard Léon Blum;95260;Beaumont-sur-Oise;Val-d'Oise;Ile-de-France;Versailles
AF.23250;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11222;Lycée Camille Pissarro;1 rue Henri Matisse;95300;Pontoise;Val-d'Oise;Ile-de-France;Versailles
AF.23467;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales / Arts : musique;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15155;Lycée polyvalent Eugène Henaff;55 avenue Raspail;93170;Bagnolet;Seine-Saint-Denis;Ile-de-France;Créteil
AF.57927;Sciences économiques et sociales / Arts : arts plastiques / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Littérature et langues et cultures de l'Antiquité / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / LLCER espagnol / LLCER anglais - monde contemporain;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11675;Lycée polyvalent Marianne;12 bis avenue le Foll;94290;Villeneuve-le-Roi;Val-de-Marne;Ile-de-France;Créteil
AF.58000;Sciences économiques et sociales / Arts : histoire des arts / Humanités, littérature et philosophie / LLCER portugais / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / LLCER anglais / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales / LLCER anglais - monde contemporain;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3834;Lycée Camille Claudel;Place d'Anyama;77347;Pontault-Combault;Seine-et-Marne;Ile-de-France;Créteil
AF.58035;Sciences économiques et sociales / Humanités, littérature et philosophie / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16048;Lycée Lakanal;3 avenue du Président Roosevelt;92331;Sceaux;Hauts-de-Seine;Ile-de-France;Versailles
AF.58118;Sciences économiques et sociales / Humanités, littérature et philosophie / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.966;Lycée polyvalent Notre-Dame de Sion;1 avenue Ratisbonne;91000;Evry-Courcouronnes;Essonne;Ile-de-France;Versailles
AF.46457;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / LLCER anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10090;Lycée privé Edgar Poe;2 rue du faubourg Poissonnière;75010;Paris;Paris;Ile-de-France;Paris
AF.58182;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / LLCER anglais - monde contemporain;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15574;Lycée polyvalent Edgar Quinet;63 rue des Martyrs;75009;Paris;Paris;Ile-de-France;Paris
AF.5979;Sciences économiques et sociales / Arts : arts plastiques / Humanités, littérature et philosophie / Arts : cinéma - audiovisuel / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8160;Lycée Albert Camus;131 rue Pierre Joigneaux;92270;Bois-Colombes;Hauts-de-Seine;Ile-de-France;Versailles
AF.63587;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Littérature et langues et cultures de l'Antiquité / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12337;Lycée Marcelin Berthelot;110-114 avenue Jean Jaurès;93500;Pantin;Seine-Saint-Denis;Ile-de-France;Créteil
AF.6363;Sciences économiques et sociales / Arts : arts plastiques / Arts : théâtre / Humanités, littérature et philosophie / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Arts : danse / Littérature et langues et cultures de l'Antiquité / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5721;Lycée Louis Bascan;5 avenue du Général Leclerc;78513;Rambouillet;Yvelines;Ile-de-France;Versailles
AF.63674;Sciences économiques et sociales / Arts : théâtre / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5122;Lycée Montesquieu;165 rue Emile Zola;95220;Herblay;Val-d'Oise;Ile-de-France;Versailles
AF.63708;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3212;Lycée Jeanne d'Albret;6 rue Giraud Teulon;78100;Saint-Germain-en-Laye;Yvelines;Ile-de-France;Versailles
AF.63756;Sciences économiques et sociales / Arts : théâtre / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1652;Lycée Jean Vilar;1033 avenue du Général de Gaulle;78370;Plaisir;Yvelines;Ile-de-France;Versailles
AF.63796;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Littérature et langues et cultures de l'Antiquité / Physique-chimie / Sciences de la vie et de la Terre / LLCER anglais / LLCER anglais - monde contemporain / Numérique et sciences informatiques;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4617;Lycée Henri-IV;23 rue Clovis;75005;Paris;Paris;Ile-de-France;Paris
AF.63850;Sciences économiques et sociales / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / LLCER anglais / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1815;Lycée polyvalent Marcel Cachin;11-13 rue Marcel Cachin;93400;Saint-Ouen;Seine-Saint-Denis;Ile-de-France;Créteil
AF.63862;Sciences économiques et sociales / Arts : arts plastiques / Arts : théâtre / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Littérature et langues et cultures de l'Antiquité / Physique-chimie / Sciences de la vie et de la Terre / LLCER anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1756;Lycée Claude Monet;1 rue du Docteur Magnan;75013;Paris;Paris;Ile-de-France;Paris
AF.52397;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15288;Lycée Clémenceau;130 rue de Neuilly;93250;Villemomble;Seine-Saint-Denis;Ile-de-France;Créteil
AF.53874;Sciences économiques et sociales / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2360;Lycée Simone Veil;6 place Jules Guesde;92100;Boulogne-Billancourt;Hauts-de-Seine;Ile-de-France;Versailles
AF.57677;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8775;Lycée Alfred Kastler;26 avenue de la Palette;95000;Cergy;Val-d'Oise;Ile-de-France;Versailles
AF.57846;Sciences économiques et sociales / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8908;Lycée polyvalent Léonard de Vinci;2 bis rue Edouard Branly;77000;Melun;Seine-et-Marne;Ile-de-France;Créteil
AF.23608;Sciences économiques et sociales / Arts : arts plastiques / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8245;Lycée Gérard de Nerval;Place de l'Europe;95270;Luzarches;Val-d'Oise;Ile-de-France;Versailles
AF.23687;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13976;Lycée polyvalent Henri Becquerel;1 boulevard Henri Rousselle;77370;Nangis;Seine-et-Marne;Ile-de-France;Créteil
AF.23696;Sciences économiques et sociales / Humanités, littérature et philosophie / Mathématiques / LLCER anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4850;Lycée privé Saint François de Sales - Thérèse Chappuis;52 rue Vaneau;75007;Paris;Paris;Ile-de-France;Paris
AF.23720;Sciences économiques et sociales / Arts : arts plastiques / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9305;Lycée Jean Monnet;Place de l'Europe;78940;La Queue-lez-Yvelines;Yvelines;Ile-de-France;Versailles
AF.27359;Sciences économiques et sociales / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18570;Lycée Paul Ricoeur;85 rue de Paris;95380;Louvres;Val-d'Oise;Ile-de-France;Versailles
AF.29136;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / LLCER anglais - monde contemporain;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7825;Lycée privé La Rochefoucauld;90 bis rue Saint-Dominique;75007;Paris;Paris;Ile-de-France;Paris
AF.29420;Sciences économiques et sociales / Humanités, littérature et philosophie / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4243;Lycée général privé Françoise Cabrini;20 rue du Dr Sureau;93167;Noisy-le-Grand;Seine-Saint-Denis;Ile-de-France;Créteil
AF.29481;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3208;Lycée Paul Doumer;2 rue Paul Doumer;94170;Le Perreux-sur-Marne;Val-de-Marne;Ile-de-France;Créteil
AF.29616;Sciences économiques et sociales / Humanités, littérature et philosophie / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10007;Lycée polyvalent de la Mare Carrée;Rue de la Mare Carrée;77550;Moissy-Cramayel;Seine-et-Marne;Ile-de-France;Créteil
AF.29649;Sciences économiques et sociales / Humanités, littérature et philosophie / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13034;Lycée Romain Rolland;21 avenue de Montmorency;95190;Goussainville;Val-d'Oise;Ile-de-France;Versailles
AF.57997;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / LLCER anglais / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4246;Lycée Jean Zay;12 avenue du Maréchal Juin;93604;Aulnay-sous-Bois;Seine-Saint-Denis;Ile-de-France;Créteil
AF.58072;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12157;Lycée La Folie Saint-James;41 rue de Longchamp;92200;Neuilly-sur-Seine;Hauts-de-Seine;Ile-de-France;Versailles
AF.58094;Sciences économiques et sociales / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Humanités, littérature et philosophie;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1865;Lycée Chaptal;45 boulevard des Batignolles;75008;Paris;Paris;Ile-de-France;Paris
AF.58122;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18016;Lycée polyvalent de Serris Emilie du Châtelet;35 cours du Danube;77700;Serris;Seine-et-Marne;Ile-de-France;Créteil
AF.58145;Sciences économiques et sociales / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3662;Lycée polyvalent privé Le Rebours;44 boulevard Auguste Blanqui;75013;Paris;Paris;Ile-de-France;Paris
AF.58180;Sciences économiques et sociales / Arts : arts plastiques / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10348;Lycée Montalembert;28 boulevard Gambetta;94736;Nogent-sur-Marne;Val-de-Marne;Ile-de-France;Créteil
AF.6250;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Littérature et langues et cultures de l'Antiquité / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10015;Lycée Jeanne d'Arc;9 boulevard de Valmy;92700;Colombes;Hauts-de-Seine;Ile-de-France;Versailles
AF.63503;Sciences économiques et sociales / Arts : arts plastiques / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8906;Lycée Jean Renoir;11 rue Frémin;93140;Bondy;Seine-Saint-Denis;Ile-de-France;Créteil
AF.63629;Sciences économiques et sociales / Arts : théâtre / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Numérique et sciences informatiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10277;Lycée Maurice Genevoix;29 avenue du Fort;92120;Montrouge;Hauts-de-Seine;Ile-de-France;Versailles
AF.63665;Sciences économiques et sociales / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7509;Lycée René Auffray;23 rue Fernand Pelloutier;92110;Clichy;Hauts-de-Seine;Ile-de-France;Versailles
AF.17981;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / LLCER anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16842;Lycée privé des Petits Champs;28 rue du Plateau;75019;Paris;Paris;Ile-de-France;Paris
AF.23464;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14509;Lycée André Boulloche;18 boulevard Gutenberg;93190;Livry-Gargan;Seine-Saint-Denis;Ile-de-France;Créteil
AF.23474;Sciences économiques et sociales / Arts : arts plastiques / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / LLCER anglais / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5110;Ecole France Quéré Association Votre école chez vous;29 rue Merlin;75011;Paris;Paris;Ile-de-France;Paris
AF.63707;Sciences économiques et sociales / Humanités, littérature et philosophie / Sciences de l'ingénieur / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Littérature et langues et cultures de l'Antiquité / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3209;Lycée Saint-François d'Assise;6 place Claudel;78180;Montigny-le-Bretonneux;Yvelines;Ile-de-France;Versailles
AF.63713;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / LLCER anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5148;Lycée privé Saint-Louis de Gonzague;12 rue Benjamin Franklin;75116;Paris;Paris;Ile-de-France;Paris
AF.63755;Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Littérature et langues et cultures de l'Antiquité / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18062;L'École Maigret;24 rue de l'Ingénieur Robert Keller;75015;Paris;Paris;Ile-de-France;Paris
AF.63767;Sciences économiques et sociales / Arts : arts plastiques / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Littérature et langues et cultures de l'Antiquité / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15831;Micro-lycée de Sénart;2 avenue des platanes;77127;Lieusaint;Seine-et-Marne;Ile-de-France;Créteil
AF.63795;Sciences économiques et sociales / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6597;Lycée privé Vauban;23 place du Petit Martroy;95300;Pontoise;Val-d'Oise;Ile-de-France;Versailles
AF.63815;Mathématiques / Sciences de la vie et de la Terre;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15283;Lycée général privé Ohr Sarah;6 rue Saint Louis;93500;Pantin;Seine-Saint-Denis;Ile-de-France;Créteil
AF.63821;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / Langues, littératures et cultures étrangères et régionales / Éducation physique, pratiques et culture sportives;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8407;Notre-Dame du Grandchamp;97 rue Royale;78000;Versailles;Yvelines;Ile-de-France;Versailles
AF.63849;Sciences économiques et sociales / Humanités, littérature et philosophie / Histoire-géographie, géopolitique et sciences politiques / Mathématiques / Physique-chimie / Sciences de la vie et de la Terre / LLCER anglais;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16765;Lycée privé Sainte-Ursule Louise de Bettignies;25 rue Daubigny;75017;Paris;Paris;Ile-de-France;Paris
